Age,BMI,Pregnancy Age,Family History,Radiation Exposure,Birth Control,Menstrual Cycle Age,Last Menstrual Cycle Age,Hormone Therapy,Alcohol Consumption,Inherited Gene,Previous History,Hormonal,Dense Breast Tissue,Risk,Consequent,agg,pregage,lm,mc,bi
94.24430243,19.16643744,4.827128713,Present,Moderate,None,11.49416742,56.63837984,None,None,Absent,None,Imbalanced,Present,Moderate,0.066729205,Young,Middle-aged,Middle-aged,Young,High
94.30588059,19.15783918,4.798613861,Absent,High,Moderate,11.49325533,56.64849685,Low,None,Present,Present,Balanced,Absent,Moderate,0.066271575,Young,Young,Older,Young,Moderate
94.36745875,19.14924092,4.77009901,Present,Moderate,Low,11.49234323,56.65861386,None,None,Present,None,Imbalanced,Present,Low,0.065813945,Middle-aged,Young,Middle-aged,Young,High
94.4290369,19.14064266,4.741584158,Absent,Low,None,11.49143114,56.66873087,None,Low,Present,Present,Balanced,Present,Low,0.065356315,Middle-aged,Young,Middle-aged,Young,Low
94.49061506,19.1320444,4.713069307,Present,High,None,11.49051905,56.67884788,None,High,Absent,Present,Balanced,Absent,Low,0.064898685,Middle-aged,Young,Middle-aged,Young,High
94.55219322,19.12344614,4.684554455,Present,High,Low,11.48960696,56.6889649,Moderate,Moderate,Present,None,Balanced,Present,Low,0.064441054,Young,Young,Older,Young,Low
94.61377138,19.11484788,4.656039604,Present,High,None,11.48869487,56.69908191,High,None,Present,Present,Imbalanced,Absent,High,0.063983424,Young,Young,Older,Young,Low
94.67534953,19.10624962,4.627524752,Absent,Moderate,None,11.48778278,56.70919892,None,Low,Absent,None,Balanced,Absent,Moderate,0.063525794,Older,Middle-aged,Middle-aged,Young,High
94.73692769,19.09765137,4.599009901,Absent,High,High,11.48687069,56.71931593,None,None,Absent,None,Balanced,Absent,Low,0.063068164,Middle-aged,Young,Middle-aged,Young,High
94.79850585,19.08905311,4.57049505,Absent,Low,High,11.4859586,56.72943294,Moderate,High,Absent,Present,Imbalanced,Absent,High,0.062610534,Older,Young,Middle-aged,Young,Low
94.86008401,19.08045485,4.541980198,Absent,Moderate,Moderate,11.4850465,56.73954995,Low,None,Present,None,Imbalanced,Absent,High,0.062152904,Young,Young,Older,Young,Low
94.92166217,19.07185659,4.513465347,Present,Low,Moderate,11.48413441,56.74966697,None,Moderate,Absent,Present,Imbalanced,Present,Moderate,0.061695274,Older,Young,Middle-aged,Young,Moderate
94.98324032,19.06325833,4.484950495,Present,Low,High,11.48322232,56.75978398,Moderate,Low,Absent,None,Imbalanced,Absent,Moderate,0.061237643,Young,Young,Middle-aged,Young,Low
95.04481848,19.05466007,4.456435644,Absent,High,Low,11.48231023,56.76990099,Moderate,Low,Absent,None,Imbalanced,Present,Moderate,0.060780013,Older,Young,Middle-aged,Young,High
95.10639664,19.04606181,4.427920792,Present,High,Low,11.48139814,56.780018,High,None,Absent,Present,Balanced,Absent,Low,0.060322383,Middle-aged,Young,Middle-aged,Young,High
95.1679748,19.03746355,4.399405941,Present,Low,High,11.48048605,56.79013501,None,High,Absent,None,Imbalanced,Present,Low,0.059864753,Young,Middle-aged,Older,Young,Low
95.22955296,19.02886529,4.370891089,Present,Low,None,11.47957396,56.80025203,None,Low,Present,Present,Imbalanced,Absent,Low,0.059407123,Middle-aged,Young,Older,Young,Moderate
95.29113111,19.02026703,4.342376238,Absent,Moderate,Moderate,11.47866187,56.81036904,None,None,Absent,None,Imbalanced,Absent,High,0.058949493,Older,Young,Middle-aged,Young,Moderate
95.35270927,19.01166877,4.313861386,Present,Moderate,Moderate,11.47774977,56.82048605,Low,Low,Absent,Present,Balanced,Present,Low,0.058491863,Older,Young,Middle-aged,Young,Moderate
95.41428743,19.00307051,4.285346535,Absent,Moderate,Low,11.47683768,56.83060306,Low,High,Present,Present,Imbalanced,Present,High,0.058034232,Middle-aged,Middle-aged,Older,Young,Low
95.47586559,18.99447225,4.256831683,Absent,Low,Moderate,11.47592559,56.84072007,Low,Moderate,Present,None,Imbalanced,Present,Moderate,0.057576602,Young,Middle-aged,Older,Young,Low
95.53744374,18.98587399,4.228316832,Absent,Moderate,None,11.4750135,56.85083708,None,Low,Absent,None,Balanced,Present,Low,0.057118972,Middle-aged,Young,Older,Young,High
95.5990219,18.97727573,4.19980198,Present,Low,Low,11.47410141,56.8609541,Low,None,Absent,None,Balanced,Present,Low,0.056661342,Middle-aged,Young,Middle-aged,Young,Low
95.66060006,18.96867747,4.171287129,Present,Low,Low,11.47318932,56.87107111,Low,High,Absent,None,Imbalanced,Present,Low,0.056203712,Young,Young,Middle-aged,Young,Low
95.72217822,18.96007921,4.142772277,Absent,High,Low,11.47227723,56.88118812,High,High,Absent,None,Imbalanced,Present,High,0.055746082,Middle-aged,Young,Middle-aged,Young,High
95.78375638,18.95148095,4.114257426,Absent,Low,None,11.47136514,56.89130513,Low,Moderate,Absent,None,Balanced,Absent,Low,0.055288452,Older,Young,Older,Young,High
95.84533453,18.94288269,4.085742574,Present,High,Moderate,11.47045305,56.90142214,Low,None,Present,None,Balanced,Present,Low,0.054830822,Young,Middle-aged,Middle-aged,Young,Low
95.90691269,18.93428443,4.057227723,Present,High,None,11.46954095,56.91153915,High,Moderate,Present,None,Imbalanced,Present,High,0.054373191,Middle-aged,Young,Middle-aged,Young,High
95.96849085,18.92568617,4.028712871,Absent,High,Low,11.46862886,56.92165617,High,High,Present,Present,Imbalanced,Present,Low,0.053915561,Middle-aged,Young,Older,Young,Low
96.03006901,18.91708791,4.00019802,Absent,Low,Low,11.46771677,56.93177318,High,Low,Absent,Present,Imbalanced,Present,High,0.053457931,Older,Middle-aged,Older,Young,High
96.09164716,18.90848965,3.971683168,Absent,Moderate,None,11.46680468,56.94189019,Moderate,High,Absent,None,Balanced,Present,High,0.053000301,Young,Middle-aged,Middle-aged,Young,Moderate
96.15322532,18.89989139,3.943168317,Present,High,None,11.46589259,56.9520072,None,High,Present,Present,Imbalanced,Present,Low,0.052542671,Older,Young,Older,Young,Low
96.21480348,18.89129313,3.914653465,Present,Moderate,Low,11.4649805,56.96212421,High,Low,Present,Present,Balanced,Absent,High,0.052085041,Young,Young,Middle-aged,Young,Moderate
96.27638164,18.88269487,3.886138614,Absent,Moderate,Moderate,11.46406841,56.97224122,High,High,Present,Present,Imbalanced,Absent,Moderate,0.051627411,Older,Middle-aged,Middle-aged,Young,Low
96.3379598,18.87409661,3.857623762,Absent,High,Moderate,11.46315632,56.98235824,Low,High,Absent,None,Imbalanced,Present,Low,0.05116978,Older,Young,Older,Young,Low
96.39953795,18.86549835,3.829108911,Present,Low,Moderate,11.46224422,56.99247525,Moderate,Moderate,Present,None,Imbalanced,Absent,High,0.05071215,Young,Young,Older,Young,High
96.46111611,18.85690009,3.800594059,Absent,High,Low,11.46133213,57.00259226,None,Moderate,Absent,None,Balanced,Present,Moderate,0.05025452,Middle-aged,Young,Middle-aged,Young,High
96.52269427,18.84830183,3.772079208,Absent,Moderate,None,11.46042004,57.01270927,Moderate,High,Absent,Present,Imbalanced,Present,High,0.04979689,Young,Young,Middle-aged,Young,High
96.58427243,18.83970357,3.743564356,Present,Low,Low,11.45950795,57.02282628,High,None,Present,Present,Imbalanced,Absent,High,0.04933926,Older,Young,Older,Young,Low
96.64585059,18.83110531,3.715049505,Present,High,Moderate,11.45859586,57.03294329,None,High,Absent,None,Balanced,Present,Low,0.04888163,Middle-aged,Young,Older,Young,Low
96.70742874,18.82250705,3.686534653,Present,Moderate,High,11.45768377,57.04306031,None,Moderate,Absent,Present,Balanced,Present,Low,0.048424,Young,Young,Older,Young,High
96.7690069,18.81390879,3.658019802,Present,High,None,11.45677168,57.05317732,None,None,Present,Present,Balanced,Absent,Moderate,0.047966369,Older,Young,Middle-aged,Young,High
96.83058506,18.80531053,3.62950495,Present,High,None,11.45585959,57.06329433,None,None,Absent,Present,Balanced,Present,Low,0.047508739,Young,Young,Older,Young,Low
96.89216322,18.79671227,3.600990099,Present,Low,Moderate,11.45494749,57.07341134,Moderate,Moderate,Absent,Present,Imbalanced,Present,Moderate,0.047051109,Middle-aged,Young,Middle-aged,Young,High
96.95374137,18.78811401,3.572475248,Present,High,High,11.4540354,57.08352835,Low,None,Absent,Present,Balanced,Absent,Low,0.046593479,Older,Middle-aged,Middle-aged,Young,Low
97.01531953,18.77951575,3.543960396,Present,Moderate,High,11.45312331,57.09364536,Moderate,Low,Present,Present,Balanced,Absent,Moderate,0.046135849,Middle-aged,Young,Older,Young,High
97.07689769,18.77091749,3.515445545,Absent,High,High,11.45221122,57.10376238,Low,Low,Absent,None,Imbalanced,Absent,High,0.045678219,Older,Young,Older,Young,Moderate
97.13847585,18.76231923,3.486930693,Absent,Low,Low,11.45129913,57.11387939,Low,Moderate,Present,Present,Balanced,Absent,High,0.045220589,Young,Young,Middle-aged,Young,Moderate
97.20005401,18.75372097,3.458415842,Absent,Moderate,None,11.45038704,57.1239964,Low,High,Absent,Present,Balanced,Present,Moderate,0.044762959,Middle-aged,Middle-aged,Middle-aged,Young,Low
97.26163216,18.74512271,3.42990099,Absent,Low,Low,11.44947495,57.13411341,High,Moderate,Present,Present,Balanced,Absent,Moderate,0.044305328,Middle-aged,Young,Middle-aged,Young,Low
97.32321032,18.73652445,3.401386139,Absent,Low,Low,11.44856286,57.14423042,None,None,Absent,Present,Balanced,Absent,High,0.043847698,Older,Young,Middle-aged,Young,Low
97.38478848,18.72792619,3.372871287,Absent,Moderate,Low,11.44765077,57.15434743,High,Low,Present,None,Imbalanced,Present,Moderate,0.043390068,Young,Young,Older,Young,Moderate
97.44636664,18.71932793,3.344356436,Present,Moderate,Low,11.44673867,57.16446445,High,None,Absent,Present,Imbalanced,Present,Moderate,0.042932438,Young,Young,Middle-aged,Young,Moderate
97.50794479,18.71072967,3.315841584,Present,Moderate,High,11.44582658,57.17458146,None,None,Present,None,Balanced,Absent,Low,0.042474808,Older,Middle-aged,Middle-aged,Young,Moderate
97.56952295,18.70213141,3.287326733,Present,Low,Moderate,11.44491449,57.18469847,Moderate,Moderate,Absent,Present,Balanced,Absent,Low,0.042017178,Middle-aged,Young,Middle-aged,Young,Low
97.63110111,18.69353315,3.258811881,Absent,Low,High,11.4440024,57.19481548,None,High,Absent,None,Balanced,Absent,Moderate,0.041559548,Young,Young,Middle-aged,Young,Low
97.69267927,18.68493489,3.23029703,Present,Moderate,High,11.44309031,57.20493249,Moderate,Low,Absent,None,Imbalanced,Absent,High,0.041101917,Middle-aged,Young,Middle-aged,Young,Moderate
97.75425743,18.67633663,3.201782178,Present,Low,Moderate,11.44217822,57.2150495,None,Moderate,Absent,None,Balanced,Present,Moderate,0.040644287,Middle-aged,Young,Middle-aged,Young,Moderate
97.81583558,18.66773837,3.173267327,Present,High,High,11.44126613,57.22516652,High,Low,Present,None,Balanced,Absent,Low,0.040186657,Middle-aged,Young,Middle-aged,Young,Low
97.87741374,18.65914011,3.144752475,Absent,Moderate,High,11.44035404,57.23528353,Low,High,Present,Present,Balanced,Absent,Moderate,0.039729027,Middle-aged,Young,Older,Young,High
97.9389919,18.65054185,3.116237624,Present,High,Moderate,11.43944194,57.24540054,None,None,Absent,Present,Balanced,Absent,Low,0.039271397,Young,Young,Middle-aged,Young,Low
98.00057006,18.64194359,3.087722772,Absent,Moderate,Low,11.43852985,57.25551755,Low,Low,Present,Present,Imbalanced,Present,Moderate,0.038813767,Young,Young,Middle-aged,Young,High
98.06214821,18.63334533,3.059207921,Present,High,High,11.43761776,57.26563456,Moderate,Moderate,Absent,Present,Imbalanced,Absent,Moderate,0.038356137,Middle-aged,Young,Older,Young,Low
98.12372637,18.62474707,3.030693069,Absent,Moderate,Moderate,11.43670567,57.27575158,Low,Moderate,Absent,Present,Balanced,Present,Moderate,0.037898506,Middle-aged,Middle-aged,Middle-aged,Young,Low
98.18530453,18.61614881,3.002178218,Present,Moderate,Low,11.43579358,57.28586859,Moderate,None,Absent,None,Balanced,Absent,Moderate,0.037440876,Older,Young,Middle-aged,Young,High
98.24688269,18.60755056,2.973663366,Absent,Low,Moderate,11.43488149,57.2959856,Moderate,Low,Absent,None,Imbalanced,Present,High,0.036983246,Middle-aged,Young,Middle-aged,Young,Low
